event_name,event_url,event_summary,full_address,region,presented_by_name,start_date,start_time,end_date,end_time,event_category
"Open Lab: June 18th, 2025",https://lu.ma/z28ixxle,"Explore the sensation of gravity—internally and externally—through movement and experimental motion-capture technology at this unique Open Lab on June 18th.  Limited to 15 participants, this event welcomes all curious individuals, regardless of background, to connect, play, and experiment.  Register now!","3175 17th St, San Francisco, CA 94110, USA",California,Kinetech Arts events,2025-06-18,07:00 PM,"June 18, 2025",08:30 PM,Networking & Community
Secrets of AI Go To Market - 0 to $100M at Glean with AJ Tennant (Head of Sales @ Glean),https://lu.ma/1wy78zpd,"An exclusive dinner with Glean's Head of Sales, AJ Tennant, reveals the secrets to achieving $100M+ ARR in AI-native enterprise sales.  This intimate AMA, hosted by ODDBIRD VC on June 18th, targets AI founders and sales professionals aiming for rapid growth.  Perfect for those building disruptive AI companies.","350 Townsend St, San Francisco, CA 94107, USA",California,ODDBIRD VC Events,2025-06-18,07:00 PM,"June 18, 2025",09:00 PM,Startup & Entrepreneurship
AI and The Future of Strategy,https://lu.ma/6otwx1gq,"Explore the evolving role of AI in strategic decision-making with leading futurists Ross Dawson, John Hagel, and Charlene Li.  This event focuses on human-AI collaboration in strategy,  augmented leadership, and dynamic, real-time adaptation—ideal for C-suite executives, board members, and strategy professionals.  Enjoy a buffet lunch included.","Hotel Zoe Fisherman's Wharf, 425 North Point St, San Francisco, CA 94133, USA",California,,2025-06-19,12:00 PM,"June 19, 2025",02:00 PM,Tech & AI
Musa Labs SF Lunch & Learn - 🚀 Weekly AI Training Series: Vibe Coding with Azure OpenAI Service,https://lu.ma/gq38j8g8,"Musa Labs offers weekly, beginner-friendly workshops on AI-assisted coding using tools like GitHub Copilot and Azure OpenAI Service.  Learn ""Vibe Coding"" techniques to build software faster and explore real-world AI applications.  Ideal for developers, founders, and anyone interested in leveraging AI for faster, more efficient development.",,,Musa Capital Events,2025-06-19,12:00 PM,"June 19, 2025",01:00 PM,Tech & AI
Qdrant AI Builders: Agentic Memory with MCP @ AWS Loft with n8n and Tensorlake,https://lu.ma/1wut4vn9,"Learn to build intelligent, persistent AI agents with agentic memory using Qdrant, MCP, and n8n at this hands-on workshop.  Experts will demonstrate scalable vector memory and dynamic context injection via live demos and lightning talks. Ideal for LLM engineers, AI product builders, and developers creating context-aware AI systems.","525 Market St, San Francisco, CA 94105, USA",California,,2025-06-19,05:00 PM,"June 19, 2025",08:30 PM,Tech & AI
Monthly Robotics & AI Meetup,https://lu.ma/l73eqq3g,"The San Francisco Frontier Makerspace hosts a robotics and AI meetup (5:30-7:30 PM) featuring live demos from award-winning Bay Area teams and a ""bring-your-own-bot"" show-and-tell.  All skill levels are welcome to network, share ideas, and experience hands-on innovation.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Frontier Makerspace,2025-06-19,05:30 PM,"June 19, 2025",07:30 PM,Networking & Community
Monthly Robotics & AI Meetup - Public,https://lu.ma/monthly-robotics-ai-meetup,"This San Francisco meetup showcases live robotics demos and a ""bring-your-own-bot"" show-and-tell, featuring Bay Area hackathon winners.  Ideal for all skill levels, from curious beginners to seasoned robotics experts, the event fosters collaboration and innovation in a relaxed, hands-on environment.  Join the vibrant community at Frontier Makerspace for an evening of cool tech and good vibes.",,,Frontier Tower SF,2025-06-19,05:30 PM,"June 19, 2025",08:30 PM,Networking & Community
AI & Beyond: Navigating the Next Wave of Digital Transformation,https://lu.ma/jphb1gpe,"RSWiT Dinner #56 explored the impact of AI on the future of work, featuring CEOs Ljubov Ovtsinnikova and Anna Belova who discussed AI's role in job creation and the skills needed to thrive in an AI-driven world.  The event offered networking, keynotes on no-code AI and AR/VR's impact, and a panel addressing AI's effect on job roles; ideal for professionals seeking to navigate the next wave of digital transformation.","Samovar, 1077 Independence Ave, Mountain View, CA 94043, USA",California,FSU Women in Tech,2025-06-19,06:00 PM,"June 19, 2025",09:00 PM,Tech & AI
"Builders Private Dinner: Agents, Evals & Infra (Post-YC AI Startup School)",https://lu.ma/kbv84tnt,"Exclusive post-YC AI Startup School dinner for engineers building agents, evaluations, or AI infrastructure.  Focus on scaling agents and synthetic data generation, hosted by AI-powered ITSM startup Ravenna.  Invitation-only event for select individuals working in these critical AI areas.","San Francisco, CA, USA",California,,2025-06-19,06:00 PM,"June 19, 2025",08:00 PM,Networking & Community
Lovart × Freepik: Design Reimagined,https://lu.ma/okbp6tw8,"Experience the future of design at Lovart × Freepik: Design Reimagined, exploring AI's impact on creative workflows.  This event unites designers, content creators, and tech enthusiasts for demos, panel discussions, and networking.  Enjoy complimentary food and drinks while discovering how AI is transforming the creative landscape.",,,,2025-06-19,06:00 PM,"June 19, 2025",08:30 PM,Tech & AI
Web data context for AI agents: SF community meetup by Apify,https://lu.ma/i457vccc,"Join Apify's San Francisco meetup for a casual networking event focused on AI and web data automation.  Meet Apify's CTO & engineers, fellow builders, and enjoy food, drinks, and exclusive swag.  Ideal for AI enthusiasts, developers, and anyone interested in web data extraction.","San Francisco Brewing Co., 3150 Polk St, San Francisco, CA 94109, USA",California,Apify Events,2025-06-19,06:00 PM,"June 19, 2025",08:15 PM,Networking & Community
AI Agent Founder Dinner,https://lu.ma/yzmysgdw,"Bay Area's top AI Agent founders gather for an intimate dinner, exchanging insights on building sustainable competitive advantages and navigating the rapidly evolving AI landscape.  This invite-only event focuses on crucial challenges like moat creation, interface design, and fine-tuning strategies in the agent space.  Ideal for AI Agent founders seeking peer-to-peer learning and networking.",,,Agents and the Future,2025-06-19,06:30 PM,"June 19, 2025",09:00 PM,Networking & Community
"Founders Bay: AI Founders & VC Breakfast @ Luxury Menlo Park Mansion ""The Deck House""",https://lu.ma/3tmaaq3o,"Exclusive Menlo Park breakfast event connecting B2B AI founders with top investors (BGV, 280 Capital, SVTR.AI, Sukna Ventures) for networking and insights on B2B AI trends.  Held at a luxury mansion, this invite-only event offers curated networking and a premium experience. Ideal for B2B AI founders seeking funding and strategic partnerships.",,,Founders Bay Community,2025-06-20,10:00 AM,"June 20, 2025",01:00 PM,Networking & Community
The most controversial hack @ Stanford,https://lu.ma/9atbywvl,"Stanford's ""most controversial hack"" challenges participants to develop ethically questionable AI-powered wearables (facial recognition, lie detection, etc.) using provided tech.  Winners receive free devices and a bootcamp spot.  This event targets ambitious tech students and developers seeking to push boundaries.","Stanford University, 450 Jane Stanford Way, Stanford, CA 94305, USA",California,Omi,2025-06-20,01:00 PM,"June 21, 2025",01:00 AM,Hackathon
US-Philippines Artificial Intelligence Summit,https://lu.ma/8lngntby,"The inaugural US-Philippines AI Summit at Stanford University fosters collaboration between US and Philippine AI leaders to drive economic growth and address social challenges.  Key highlights include expert panels, showcases of Filipino AI projects, and networking opportunities.  This event is ideal for AI researchers, entrepreneurs, policymakers, and anyone interested in shaping AI's role in the Philippines' growth.",,,,2025-06-20,01:00 PM,"June 20, 2025",05:00 PM,Tech & AI
AI Engineering Salon,https://lu.ma/engsalon,"This AI Engineering Salon is a hands-on workshop for software professionals and enthusiasts to explore AI-assisted development tools like Cursor, focusing on practical application and improved coding efficiency.  Attendees participate in mini-workshops, collaborative challenges, and knowledge sharing to learn actionable workflows and boost productivity.  Ideal for developers of all levels seeking to integrate AI into their coding practices.",,,Founders Creative,2025-06-20,02:00 PM,"June 20, 2025",03:30 PM,Tech & AI
Qualcomm Technologies: How to Run Local LLMs Workshop,https://lu.ma/4vyhgisp,"Qualcomm's June 20th workshop teaches developers how to deploy local LLMs using ONNX on Snapdragon devices, bypassing cloud limitations.  Hands-on sessions guide participants through building and optimizing on-device AI solutions, focusing on speed, privacy, and efficiency. Ideal for developers interested in edge AI and Gen AI model optimization.",,,,2025-06-20,03:00 PM,"June 20, 2025",06:00 PM,Tech & AI
Baithak AI Club,https://lu.ma/qcl7c8e0,"The inaugural Baithak AI Club in the Tri-Valley hosted experts discussing AI's impact on business growth and its future, featuring insights from a stealth AI startup founder.  This event is ideal for professionals and enthusiasts curious about leveraging AI for business advantage and exploring cutting-edge AI applications.  Network and learn from industry leaders in a collaborative setting.","4590 Dublin Blvd, Dublin, CA 94568, USA",California,,2025-06-20,04:30 PM,"June 20, 2025",06:30 PM,Networking & Community
Women in AI Showcase & Networking #4,https://lu.ma/689ochvn,"This event showcases 5+ women-led AI startups pitching groundbreaking innovations to investors and AI enthusiasts.  Networking, Q&A sessions with seasoned investors, and open discussions on AI innovation are key highlights.  Ideal for investors, entrepreneurs, and anyone passionate about AI and supporting women founders.",,,EchoHer Events,2025-06-20,05:30 PM,"June 20, 2025",08:30 PM,Startup & Entrepreneurship
YC* AI Startup School Afterparty,https://lu.ma/rhxka1cs,"This exclusive afterparty for young YC AI Startup School attendees fosters deep technical discussion and knowledge sharing,  banishing networking and sales pitches.  Expect food, drinks, and a Ghibli-esque atmosphere—approval required for entry.","The Paramount, 680 Mission St, San Francisco, CA 94105, USA",California,,2025-06-20,05:30 PM,"June 20, 2025",10:30 PM,Networking & Community
AI Insiders: Cybersecurity,https://lu.ma/csecurity,"The invite-only AI Insiders: Cybersecurity salon brought together top cybersecurity leaders, investors, and AI builders to address the evolving threat landscape from AI-driven attacks.  Keynotes and panels explored the impact of LLMs and autonomous agents, while a startup showcase featured innovative solutions.  This event is crucial for CISOs, AI founders, investors, and anyone needing to navigate the intersection of AI and cybersecurity.","AWS GenAI Loft, 525 Market St, San Francisco, CA 94105, USA",California,Marvelous: Exclusive Events Curated by Top Hosts,2025-06-20,06:00 PM,"June 20, 2025",09:30 PM,Networking & Community
Festa AI: Stress-Free Wedding Guest Communication,https://lu.ma/9enicspg,"Festa AI is a wedding planning tool that streamlines guest communication via text, eliminating stress for couples.  Key features include instant Q&A, mass texting, RSVP tracking, and registry promotion, all accessible through a simple text interface.  Ideal for engaged couples seeking a stress-free wedding planning experience.","South Park, San Francisco, CA 94107, USA",California,,2025-06-20,06:00 PM,"June 20, 2025",08:00 PM,Tech & AI
Viva Frontier Tower Pop-up Village,https://lu.ma/viva-frontier-tower,"Viva Frontier Tower's pop-up village (June 20-August 4, 2025) unites leading entrepreneurs and scientists to co-create a San Francisco frontier tech hub, featuring focused tracks in AI, crypto, and longevity, culminating in a demo day.  This immersive experience offers co-working, workshops, and networking opportunities for those passionate about advancing frontier technologies.  Apply now for a chance to be part of this exclusive community.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,2025-06-20,06:00 PM,"August 04, 2025",12:00 PM,Networking & Community
London AI Nexus in SF,https://lu.ma/13ne1cs7,"London AI Nexus is hosting a networking event in San Francisco, connecting London's vibrant AI community (including Y Combinator participants) with Bay Area professionals.  This informal gathering emphasizes casual conversation and relationship-building, offering a unique transatlantic exchange of ideas.  Ideal for AI professionals in both ecosystems seeking collaboration and networking opportunities.",,,London AI Nexus,2025-06-20,06:30 PM,"June 20, 2025",10:00 PM,Networking & Community
Speaking with Machines (virtual hackathon),https://lu.ma/kqxncb3g,"The ""Speaking with Machines"" virtual hackathon (June 21st, 8 am PST) challenges participants to build the future of UI-less digital interaction, focusing on AI-powered, conversational experiences instead of traditional interfaces.  Prizes include cash, Windsurf & Basic.tech credits, targeting software engineers and AI specialists eager to innovate.  No UIs allowed!",,,,2025-06-21,08:00 AM,"June 21, 2025",06:00 PM,Hackathon
AI Collective x SupportVectors - 🤖 RAG to Riches,https://lu.ma/ragtoriches,"This half-day Bay Area workshop provides a hands-on introduction to Retrieval-Augmented Generation (RAG) for building intelligent search applications, requiring no prior ML experience.  Attendees will build their own RAG project with expert guidance, networking with a passionate AI community. Ideal for students, professionals, researchers, and engineers seeking to learn and collaborate in the field of AI.",,,The AI Collective,2025-06-21,09:00 AM,"June 21, 2025",01:00 PM,Tech & AI
ai + lab auto 24hr hack @ studio 45,https://lu.ma/3ys6obhi,"A 24-hour AI and lab automation hackathon at Studio 45 will unite Bay Area experts to build solutions using provided hardware (Opentrons, Cephla) and encourage participants to bring their own.  The event culminates in a Sunday demo and showcase, targeting scientists, engineers, and designers of all skill levels passionate about lab automation.  Attendance requires commitment to the full event and a final project demo.",,,,2025-06-21,09:30 AM,"June 22, 2025",02:00 PM,Hackathon
FLUX.1 Kontext AI Hackathon with Black Forest Labs and Replicate,https://lu.ma/air6b63y,"The FLUX.1 Kontext AI Hackathon, hosted by Black Forest Labs and Replicate, challenges participants to build creative AI projects using a new image-to-image model.  All skill levels are welcome to explore generative art and win prizes.  This event is perfect for developers, designers, and anyone curious about creative AI applications.","930 Alabama St, San Francisco, CA 94110, USA",California,Replicate,2025-06-21,10:00 AM,"June 21, 2025",06:00 PM,Hackathon
Hacker House Hackolympics,https://lu.ma/hackolympics,"Silicon Valley's Hacker House Hackolympics pits teams in a hackathon/Olympics hybrid, challenging them with AI, community-focused projects, and creative interface design plus hourly mental and physical trials.  This unique event targets hackers, developers, and anyone seeking a competitive, collaborative experience. Prizes, food, and networking opportunities abound.",,,ACCELR8 Hacker House,2025-06-21,10:00 AM,"June 21, 2025",06:00 PM,Hackathon
AI Agents:From Execution to Trust,https://lu.ma/cg3c65hj,"The ""AI Agents: From Execution to Trust"" event in San Jose (June 21, 2025) explores the future of AI agents, focusing on execution, trust, and memory in agentic systems.  Top founders, researchers, and investors will discuss real-world applications and challenges, making it ideal for AI ecosystem players.  Networking opportunities with limited spots available.","2665 N First St, San Jose, CA 95134, USA",California,,2025-06-21,01:00 PM,"June 21, 2025",05:00 PM,Tech & AI
YC AI Startup School | AI Mixer & Hackathon @ DraperU,https://lu.ma/evihf3gu,"YC AI Startup School alumni and Bay Area AI enthusiasts are invited to a casual hackathon and mixer on June 21st, 2025 at DraperU.  The event features networking, a 3-hour hackathon judged by leading AI experts, and limited spots for a close-knit community experience.  Perfect for AI professionals, students, and entrepreneurs seeking collaboration and connection.","Hero City, 55 E 3rd Ave, San Mateo, CA 94401, USA",California,Raising AI,2025-06-21,01:30 PM,"June 21, 2025",06:30 PM,Hackathon
Agentcies.co - Agents for Ai Native Companies (Launch Event Party!),https://lu.ma/bit0t4xa,"Agentcies.co's launch party showcases its AI-powered platform designed to empower solopreneurs and SMBs to compete with larger companies.  Attendees will witness live demos, network with like-minded entrepreneurs, and gain early access to this revolutionary tool.  Ideal for ambitious individuals seeking exponential business growth.",,,SFOxZo,2025-06-21,06:00 PM,"June 21, 2025",09:00 PM,Startup & Entrepreneurship
Longevity Summit @ Viva Frontier Tower,https://lu.ma/longevity-summit,"The Longevity Summit (June 22-23) at San Francisco's Viva Frontier Tower explores cutting-edge biotech and neurotech advancements for extending human lifespan, featuring leading experts and investors.  Attendees gain insights, network, and potentially secure funding for longevity projects. Ideal for biotech entrepreneurs, investors, and anyone passionate about extending healthy lifespan.",,,Viva City,2025-06-22,10:00 AM,"June 23, 2025",05:00 PM,Networking & Community
ai + lab auto demos @ studio 45,https://lu.ma/1my6ad6a,"Teams showcased AI-powered lab automation projects built over a weekend hackathon at Studio 45, culminating in final pitches and an award ceremony.  Opentrons, Cephla, and other leading companies supported this event targeting scientists, engineers, and hardware professionals interested in AI and lab automation.  Aimed at fostering innovation in the Bay Area's deep tech ecosystem.",,,,2025-06-22,12:00 PM,"June 22, 2025",02:00 PM,Hackathon
AI Pitching Event | Silicon Valley,https://lu.ma/tf0dtjbk,"Silicon Valley's AI Pitching Event (June 22nd, 2:00-4:00 PM at Draper University) connects promising AI startups with top-tier VCs like TLCom Capital, FirstFounders Inc, and Ares Group, offering exposure, networking, and investment opportunities.  Selected teams receive direct introductions to these firms boasting over $4 billion in combined funding.  Ideal for AI startups seeking funding and investors seeking cutting-edge AI technologies.","44 E 3rd Ave, San Mateo, CA 94401, USA",California,,2025-06-22,02:00 PM,"June 22, 2025",04:00 PM,Startup & Entrepreneurship
AI Accelerated Science,https://lu.ma/dunia-ai,"""AI Accelerated Science"" explores the transformative potential of AI in accelerating scientific breakthroughs across various fields, featuring leading researchers and founders showcasing real-world applications and future collaborations.  This event is ideal for scientists, investors, and those interested in the intersection of AI and scientific discovery.  Expect candid discussions on scaling AI4Science and fostering crucial collaborations.",,,Deep Tech Week,2025-06-23,12:00 PM,"June 23, 2025",04:00 PM,Tech & AI
YC: How to Start a Deep Tech Startup,https://lu.ma/dtw-yc-2025,"YC Partner Jared Friedman demystifies deep tech startup creation, offering crucial insights for aspiring founders in this specialized sector.  The event highlights unique challenges and opportunities within deep tech, targeting those with advanced technological backgrounds seeking funding and guidance.  Attend to learn how to navigate the complexities of bringing cutting-edge innovations to market.","70 Pier, San Francisco, CA 94107, USA",California,Deep Tech Week,2025-06-23,02:00 PM,"June 23, 2025",05:00 PM,Startup & Entrepreneurship
